avg_funding/round;days since last funding;milestones/company_age;avg_funding/milestone;avg_growth;growth_funding_3_4;growth_funding_2_3;growth_of_funding_1_2;avg_funding/partner;avg_funding/contributor;avg_funding/year;company_age;acquired_or_closed;company_id;state;regionen;BusinessField_gruppiert;BusinessField - 1;NumContributors;NumPartners;total _funding;max_round_nr;total_milestone_nr;round_nr_5;round_nr_4;round_nr_3;round_nr_2;round_nr_1
6800000;1220;0.222222222;6800000;-0.952840702;0;-1;-0.905681404;1511111.11111111;4533333.33333333;1511111.11111111;9;Wahr;16618;GA;süden;software und technologie;software;3;9;13600000;2;2;0;0;0;1172175;12427825
4810379.42857143;596;0.1875;11224218.6666667;6.189148478;-0.484069007;-0.995928453;1.144755742;962075.885714286;16836328;2104541;16;Wahr;7299;CO;westen;software und technologie;web;2;35;33672656;7;3;1693758;43364;84050;20643259;9624993
8500000;3646;0;0;-1;0;0;-1;2833333.33333333;8500000;850000;10;Falsch;53831;UT;westen;enterprise und other;other;1;3;8500000;1;0;0;0;0;0;8500000
2626000;1471;0.111111111;13130000;0.670009210;2.790756059;3.538707315;-0.985997572;13130000;13130000;1458888.88888889;9;Falsch;8251;MA;nordosten;software und technologie;web;1;1;13130000;5;1;15768;2396262;632133;139276;9946561
14500000;2991;0.052631579;29000000;-0.826778102;0;-1;-0.653556204;3222222.22222222;5800000;1526315.78947368;19;Wahr;22027;MA;nordosten;social_media;public_relations;5;9;29000000;2;1;0;0;0;7461782;21538218
4000000;1500;0.333333333;2000000;-1;0;0;-1;266666.666666667;4000000;666666.666666667;6;Falsch;58699;NY;nordosten;software und technologie;mobile;1;15;4000000;1;2;0;0;0;0;4000000
10000000;1548;0.222222222;5000000;-1;0;0;-1;1666666.66666667;1428571.42857143;1111111.11111111;9;Wahr;49960;CA;westen;software und technologie;software;7;6;10000000;1;2;0;0;0;0;10000000
2633333.33333333;1377;0.222222222;3950000;-0.766470912;-1;-0.709412737;-0.59;987500;3950000;877777.777777778;9;Wahr;615;MA;nordosten;finanzen;advertising;2;8;7900000;3;2;0;0;615517;2118183;5166300
16209644.125;702;0.230769231;43225717.6666667;123.813700270;-0.935160128;-0.327749656;0.039827800;5187086.12;43225717.6666667;9975165.61538462;13;Wahr;15829;CA;westen;enterprise und other;enterprise;3;25;129677153;8;3;6937;1984901;30612352;45537131;43792954
7000000;1658;0.1;14000000;2.257664966;0;-1;5.515329931;2800000;7000000;1400000;10;Wahr;28428;CA;westen;software und technologie;software;2;5;14000000;2;1;0;0;0;12137141;1862859
30000;2259;0;0;-1;0;0;-1;30000;30000;2500;12;Falsch;16973;TX;süden;software und technologie;software;1;1;30000;1;0;0;0;0;0;30000
15000000;2618;0.076923077;15000000;-1;0;0;-1;5000000;15000000;1153846.15384615;13;Falsch;17857;WA;westen;enterprise und other;other;1;3;15000000;1;1;0;0;0;0;15000000
8000000;2143;0.083333333;8000000;-1;0;0;-1;1600000;4000000;666666.666666667;12;Wahr;18804;CA;westen;gesundheit und sicherheit;security;2;5;8000000;1;1;0;0;0;0;8000000
3750000;2234;0.230769231;2500000;-0.837221282;0;-1;-0.674442563;1875000;5000000;576923.076923077;13;Wahr;13730;VA;süden;software und technologie;software;1.5;4;7500000;2;3;0;0;0;1842003;5657997
21500000;2795;0.058823529;43000000;-0.948876263;0;-1;-0.897752525;21500000;43000000;2529411.76470588;17;Falsch;17775;CA;westen;software und technologie;software;1;2;43000000;2;1;0;0;0;3988797;39011203
3471428.57142857;1317;0.166666667;12150000;0.753856900;7.995974617;-0.939339868;-0.144653188;4860000;24300000;2025000;12;Falsch;14028;NH;nordosten;software und technologie;software;1;5;24300000;7;2;4658533;3524299;391764;6458344;7550556
2850000;1457;0.333333333;1900000;0.226118843;0;-1;1.452237686;475000;1425000;633333.333333333;9;Wahr;33949;CA;westen;enterprise und other;enterprise;4;12;5700000;2;3;0;0;0;4048897;1651103
6250000;3105;0.071428571;6250000;-1;0;0;-1;520833.333333333;6250000;446428.571428571;14;Wahr;9816;NY;nordosten;finanzen;ecommerce;1;12;6250000;1;1;0;0;0;0;6250000
7000000;2587;0.333333333;1750000;-1;0;0;-1;1400000;3500000;583333.333333333;12;Wahr;921;CA;westen;software und technologie;web;2;5;7000000;1;4;0;0;0;0;7000000
4300000;3226;0.066666667;8600000;-0.721337243;0;-1;-0.442674486;1433333.33333333;5733333.33333333;573333.333333333;15;Wahr;28768;WA;westen;social_media;public_relations;1.5;6;8600000;2;1;0;0;0;3077712;5522288
1550000;2831;0.333333333;775000;-0.916628277;0;-1;-0.833256554;775000;1550000;258333.333333333;12;Wahr;93;CA;westen;finanzen;games_video;2;4;3100000;2;4;0;0;0;443032;2656968
3250000;2464;0.25;2166666.66666667;40.919891666;0;-1;82.839783332;1625000;928571.428571429;541666.666666667;12;Wahr;3770;CA;westen;software und technologie;web;7;4;6500000;2;3;0;0;0;6423385;76615
8050000;2911;0;0;12.064702790;0;-1;25.129405580;5366666.66666667;6440000;1006250;16;Wahr;43327;MA;nordosten;software und technologie;software;2.5;3;16100000;2;0;0;0;0;15506548;593452
3100000;3255;0.083333333;3100000;-1;0;0;-1;516666.666666667;620000;258333.333333333;12;Wahr;12468;CA;westen;finanzen;advertising;5;6;3100000;1;1;0;0;0;0;3100000
205000;2515;0;0;-1;0;0;-1;205000;205000;17083.333333333;12;Falsch;10153;MO;mittlerer_westen;software und technologie;network_hosting;1;1;205000;1;0;0;0;0;0;205000
2000000;3166;0.1;2000000;-1;0;0;-1;2000000;2000000;200000;10;Falsch;1957;CA;westen;software und technologie;web;1;1;2000000;1;1;0;0;0;0;2000000
3268750;996;0.153846154;6537500;0.552509073;1.030000399;0.327441232;1.852594662;1307500;3268750;1005769.23076923;13;Wahr;2925;CA;westen;finanzen;advertising;4;10;13075000;4;2;0;6557829;3230457;2433597;853117
13000000;2921;0.5;6500000;-0.984290660;0;-1;-0.968581321;2600000;10400000;3250000;8;Wahr;86;CA;westen;finanzen;games_video;2.5;10;26000000;2;4;0;0;0;792002;25207998
15000000;2654;0;0;-0.370576330;0;-1;0.258847340;30000000;12000000;2500000;12;Wahr;17620;CA;westen;software und technologie;network_hosting;2.5;1;30000000;2;0;0;0;0;16718890;13281110
